=== ANALYSIS REPORT ===
Total Chars Scanned: 5,111,365,024
Out-of-Scope Chars Found: 58,237,838
Unique Out-of-Scope Chars: 3,932
Noise Percentage: 1.1394%
=======================

CHAR   | HEX      | COUNT      | NAME
庙      | U+5E99   | 1          | CJK UNIFIED IDEOGRAPH-5E99
纳      | U+7EB3   | 1          | CJK UNIFIED IDEOGRAPH-7EB3
納      | U+7D0D   | 1          | CJK UNIFIED IDEOGRAPH-7D0D
槟      | U+69DF   | 1          | CJK UNIFIED IDEOGRAPH-69DF
𝐛      | U+1D41B  | 1          | MATHEMATICAL BOLD SMALL B
𝐯      | U+1D42F  | 1          | MATHEMATICAL BOLD SMALL V
🍸      | U+1F378  | 1          | COCKTAIL GLASS
🧦      | U+1F9E6  | 1          | SOCKS
🥽      | U+1F97D  | 1          | GOGGLES
🎎      | U+1F38E  | 1          | JAPANESE DOLLS
🏬      | U+1F3EC  | 1          | DEPARTMENT STORE
麗      | U+9E97   | 1          | CJK UNIFIED IDEOGRAPH-9E97
ฉ      | U+0E09   | 1          | THAI CHARACTER CHO CHING
Ő      | U+0150   | 1          | LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
시      | U+C2DC   | 1          | HANGUL SYLLABLE SI
간      | U+AC04   | 1          | HANGUL SYLLABLE GAN
ࣱ      | U+08F1   | 1          | ARABIC OPEN DAMMATAN
ࣲ      | U+08F2   | 1          | ARABIC OPEN KASRATAN
改      | U+6539   | 1          | CJK UNIFIED IDEOGRAPH-6539
Ủ      | U+1EE6   | 1          | LATIN CAPITAL LETTER U WITH HOOK ABOVE
ș      | U+0219   | 1          | LATIN SMALL LETTER S WITH COMMA BELOW
ɭ      | U+026D   | 1          | LATIN SMALL LETTER L WITH RETROFLEX HOOK
ဗ      | U+1017   | 1          | MYANMAR LETTER BA
ڌ      | U+068C   | 1          | ARABIC LETTER DAHAL
免      | U+514D   | 1          | CJK UNIFIED IDEOGRAPH-514D
缺      | U+7F3A   | 1          | CJK UNIFIED IDEOGRAPH-7F3A
陷      | U+9677   | 1          | CJK UNIFIED IDEOGRAPH-9677
病      | U+75C5   | 1          | CJK UNIFIED IDEOGRAPH-75C5
毒      | U+6BD2   | 1          | CJK UNIFIED IDEOGRAPH-6BD2
∘      | U+2218   | 1          | RING OPERATOR
☍      | U+260D   | 1          | OPPOSITION
ን      | U+1295   | 1          | ETHIOPIC SYLLABLE NE
ግ      | U+130D   | 1          | ETHIOPIC SYLLABLE GE
ሥ      | U+1225   | 1          | ETHIOPIC SYLLABLE SZE
ተ      | U+1270   | 1          | ETHIOPIC SYLLABLE TA
ሳ      | U+1233   | 1          | ETHIOPIC SYLLABLE SAA
ባ      | U+1263   | 1          | ETHIOPIC SYLLABLE BAA
       | U+F020   | 1          | UNKNOWN_CONTROL_CHAR
Օ      | U+0555   | 1          | ARMENIAN CAPITAL LETTER OH
母      | U+6BCD   | 1          | CJK UNIFIED IDEOGRAPH-6BCD
剧      | U+5267   | 1          | CJK UNIFIED IDEOGRAPH-5267
ٶ      | U+0676   | 1          | ARABIC LETTER HIGH HAMZA WAW
🧁      | U+1F9C1  | 1          | CUPCAKE
🍭      | U+1F36D  | 1          | LOLLIPOP
𝓝      | U+1D4DD  | 1          | MATHEMATICAL BOLD SCRIPT CAPITAL N
𝔂      | U+1D502  | 1          | MATHEMATICAL BOLD SCRIPT SMALL Y
𝓰      | U+1D4F0  | 1          | MATHEMATICAL BOLD SCRIPT SMALL G
𝓷      | U+1D4F7  | 1          | MATHEMATICAL BOLD SCRIPT SMALL N
Ẩ      | U+1EA8   | 1          | LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
🛰      | U+1F6F0  | 1          | SATELLITE
집      | U+C9D1   | 1          | HANGUL SYLLABLE JIB
鮮      | U+9BAE   | 1          | CJK UNIFIED IDEOGRAPH-9BAE
研      | U+7814   | 1          | CJK UNIFIED IDEOGRAPH-7814
究      | U+7A76   | 1          | CJK UNIFIED IDEOGRAPH-7A76
글      | U+AE00   | 1          | HANGUL SYLLABLE GEUL
學      | U+5B78   | 1          | CJK UNIFIED IDEOGRAPH-5B78
ᠯ      | U+182F   | 1          | MONGOLIAN LETTER LA
ᠲ      | U+1832   | 1          | MONGOLIAN LETTER TA
ᠨ      | U+1828   | 1          | MONGOLIAN LETTER NA
ᠷ      | U+1837   | 1          | MONGOLIAN LETTER RA
ᠭ      | U+182D   | 1          | MONGOLIAN LETTER GA
ۋ      | U+06CB   | 1          | ARABIC LETTER VE
泰      | U+6CF0   | 1          | CJK UNIFIED IDEOGRAPH-6CF0
脉      | U+8109   | 1          | CJK UNIFIED IDEOGRAPH-8109
狩      | U+72E9   | 1          | CJK UNIFIED IDEOGRAPH-72E9
始      | U+59CB   | 1          | CJK UNIFIED IDEOGRAPH-59CB
異      | U+7570   | 1          | CJK UNIFIED IDEOGRAPH-7570
活      | U+6D3B   | 1          | CJK UNIFIED IDEOGRAPH-6D3B
👬      | U+1F46C  | 1          | TWO MEN HOLDING HANDS
植      | U+690D   | 1          | CJK UNIFIED IDEOGRAPH-690D
緑      | U+7DD1   | 1          | CJK UNIFIED IDEOGRAPH-7DD1
回      | U+56DE   | 1          | CJK UNIFIED IDEOGRAPH-56DE
復      | U+5FA9   | 1          | CJK UNIFIED IDEOGRAPH-5FA9
処      | U+51E6   | 1          | CJK UNIFIED IDEOGRAPH-51E6
箋      | U+7B8B   | 1          | CJK UNIFIED IDEOGRAPH-7B8B
守      | U+5B88   | 1          | CJK UNIFIED IDEOGRAPH-5B88
潮      | U+6F6E   | 1          | CJK UNIFIED IDEOGRAPH-6F6E
ଂ      | U+0B02   | 1          | ORIYA SIGN ANUSVARA
ଥ      | U+0B25   | 1          | ORIYA LETTER THA
🔲      | U+1F532  | 1          | BLACK SQUARE BUTTON
島      | U+5CF6   | 1          | CJK UNIFIED IDEOGRAPH-5CF6
ű      | U+0171   | 1          | LATIN SMALL LETTER U WITH DOUBLE ACUTE
๕      | U+0E55   | 1          | THAI DIGIT FIVE
ួ      | U+17BD   | 1          | KHMER VOWEL SIGN UA
ែ      | U+17C2   | 1          | KHMER VOWEL SIGN AE
ὀ      | U+1F40   | 1          | GREEK SMALL LETTER OMICRON WITH PSILI
宮      | U+5BAE   | 1          | CJK UNIFIED IDEOGRAPH-5BAE
崎      | U+5D0E   | 1          | CJK UNIFIED IDEOGRAPH-5D0E
駿      | U+99FF   | 1          | CJK UNIFIED IDEOGRAPH-99FF
げ      | U+3052   | 1          | HIRAGANA LETTER GE
ご      | U+3054   | 1          | HIRAGANA LETTER GO
ざ      | U+3056   | 1          | HIRAGANA LETTER ZA
じ      | U+3058   | 1          | HIRAGANA LETTER ZI
ず      | U+305A   | 1          | HIRAGANA LETTER ZU
ぜ      | U+305C   | 1          | HIRAGANA LETTER ZE
ぞ      | U+305E   | 1          | HIRAGANA LETTER ZO
ち      | U+3061   | 1          | HIRAGANA LETTER TI
ぢ      | U+3062   | 1          | HIRAGANA LETTER DI
づ      | U+3065   | 1          | HIRAGANA LETTER DU
ぬ      | U+306C   | 1          | HIRAGANA LETTER NU
ふ      | U+3075   | 1          | HIRAGANA LETTER HU
ほ      | U+307B   | 1          | HIRAGANA LETTER HO
ば      | U+3070   | 1          | HIRAGANA LETTER BA
ぶ      | U+3076   | 1          | HIRAGANA LETTER BU
べ      | U+3079   | 1          | HIRAGANA LETTER BE
ぼ      | U+307C   | 1          | HIRAGANA LETTER BO
ぷ      | U+3077   | 1          | HIRAGANA LETTER PU
ぺ      | U+307A   | 1          | HIRAGANA LETTER PE
や      | U+3084   | 1          | HIRAGANA LETTER YA
ろ      | U+308D   | 1          | HIRAGANA LETTER RO
Ԏ      | U+050E   | 1          | CYRILLIC CAPITAL LETTER KOMI TJE
缠      | U+7F20   | 1          | CJK UNIFIED IDEOGRAPH-7F20
纏      | U+7E8F   | 1          | CJK UNIFIED IDEOGRAPH-7E8F
縛      | U+7E1B   | 1          | CJK UNIFIED IDEOGRAPH-7E1B
腳      | U+8173   | 1          | CJK UNIFIED IDEOGRAPH-8173
윙      | U+C719   | 1          | HANGUL SYLLABLE WING
₨      | U+20A8   | 1          | RUPEE SIGN
🤟      | U+1F91F  | 1          | I LOVE YOU HAND SIGN
⁵      | U+2075   | 1          | SUPERSCRIPT FIVE
⁴      | U+2074   | 1          | SUPERSCRIPT FOUR
ۂ      | U+06C2   | 1          | ARABIC LETTER HEH GOAL WITH HAMZA ABOVE
勝      | U+52DD   | 1          | CJK UNIFIED IDEOGRAPH-52DD
🏯      | U+1F3EF  | 1          | JAPANESE CASTLE
🦷      | U+1F9B7  | 1          | TOOTH
散      | U+6563   | 1          | CJK UNIFIED IDEOGRAPH-6563
発      | U+767A   | 1          | CJK UNIFIED IDEOGRAPH-767A
売      | U+58F2   | 1          | CJK UNIFIED IDEOGRAPH-58F2
っ      | U+3063   | 1          | HIRAGANA LETTER SMALL TU
🅡      | U+1F161  | 1          | NEGATIVE CIRCLED LATIN CAPITAL LETTER R
🅚      | U+1F15A  | 1          | NEGATIVE CIRCLED LATIN CAPITAL LETTER K
̓      | U+0313   | 1          | COMBINING COMMA ABOVE
ỡ      | U+1EE1   | 1          | LATIN SMALL LETTER O WITH HORN AND TILDE
ჯ      | U+10EF   | 1          | GEORGIAN LETTER JHAN
შ      | U+10E8   | 1          | GEORGIAN LETTER SHIN
წ      | U+10EC   | 1          | GEORGIAN LETTER CIL
ფ      | U+10E4   | 1          | GEORGIAN LETTER PHAR
Ч      | U+0427   | 1          | CYRILLIC CAPITAL LETTER CHE
⌚      | U+231A   | 1          | WATCH
       | U+FFF0   | 1          | UNKNOWN_CONTROL_CHAR
       | U+F03D   | 1          | UNKNOWN_CONTROL_CHAR
🔪      | U+1F52A  | 1          | HOCHO
ὖ      | U+1F56   | 1          | GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI
条      | U+6761   | 1          | CJK UNIFIED IDEOGRAPH-6761
ઢ      | U+0AA2   | 1          | GUJARATI LETTER DDHA
શ      | U+0AB6   | 1          | GUJARATI LETTER SHA
ટ      | U+0A9F   | 1          | GUJARATI LETTER TTA
ළ      | U+0DC5   | 1          | SINHALA LETTER MUURDHAJA LAYANNA
≦      | U+2266   | 1          | LESS-THAN OVER EQUAL TO
🇼      | U+1F1FC  | 1          | REGIONAL INDICATOR SYMBOL LETTER W
ٴ      | U+0674   | 1          | ARABIC LETTER HIGH HAMZA
🛍      | U+1F6CD  | 1          | SHOPPING BAGS
番      | U+756A   | 1          | CJK UNIFIED IDEOGRAPH-756A
町      | U+753A   | 1          | CJK UNIFIED IDEOGRAPH-753A
菊      | U+83CA   | 1          | CJK UNIFIED IDEOGRAPH-83CA
𝐁      | U+1D401  | 1          | MATHEMATICAL BOLD CAPITAL B
𝐧      | U+1D427  | 1          | MATHEMATICAL BOLD SMALL N
ⵙ      | U+2D59   | 1          | TIFINAGH LETTER YAS
ⵉ      | U+2D49   | 1          | TIFINAGH LETTER YI
ⴼ      | U+2D3C   | 1          | TIFINAGH LETTER YAF
ⴻ      | U+2D3B   | 1          | TIFINAGH LETTER YEY
ⵏ      | U+2D4F   | 1          | TIFINAGH LETTER YAN
ⴷ      | U+2D37   | 1          | TIFINAGH LETTER YAD
ⵔ      | U+2D54   | 1          | TIFINAGH LETTER YAR
̞      | U+031E   | 1          | COMBINING DOWN TACK BELOW
🧥      | U+1F9E5  | 1          | COAT
🦳      | U+1F9B3  | 1          | EMOJI COMPONENT WHITE HAIR
🦱      | U+1F9B1  | 1          | EMOJI COMPONENT CURLY HAIR
🧒      | U+1F9D2  | 1          | CHILD
🧹      | U+1F9F9  | 1          | BROOM
🐜      | U+1F41C  | 1          | ANT
🐛      | U+1F41B  | 1          | BUG
🐞      | U+1F41E  | 1          | LADY BEETLE
🦂      | U+1F982  | 1          | SCORPION
🦟      | U+1F99F  | 1          | MOSQUITO
🚬      | U+1F6AC  | 1          | SMOKING SYMBOL
ẍ      | U+1E8D   | 1          | LATIN SMALL LETTER X WITH DIAERESIS
       | U+00AD   | 1          | SOFT HYPHEN
Ń      | U+0143   | 1          | LATIN CAPITAL LETTER N WITH ACUTE
       | U+F06B   | 1          | UNKNOWN_CONTROL_CHAR
˝      | U+02DD   | 1          | DOUBLE ACUTE ACCENT
Ꮺ      | U+13EA   | 1          | CHEROKEE LETTER WE
Ꭿ      | U+13AF   | 1          | CHEROKEE LETTER HI
₆      | U+2086   | 1          | SUBSCRIPT SIX
₇      | U+2087   | 1          | SUBSCRIPT SEVEN
ऱ      | U+0931   | 1          | DEVANAGARI LETTER RRA
月      | U+6708   | 1          | CJK UNIFIED IDEOGRAPH-6708
券      | U+5238   | 1          | CJK UNIFIED IDEOGRAPH-5238
節      | U+7BC0   | 1          | CJK UNIFIED IDEOGRAPH-7BC0
查      | U+67E5   | 1          | CJK UNIFIED IDEOGRAPH-67E5
找      | U+627E   | 1          | CJK UNIFIED IDEOGRAPH-627E
扣      | U+6263   | 1          | CJK UNIFIED IDEOGRAPH-6263
每      | U+6BCF   | 1          | CJK UNIFIED IDEOGRAPH-6BCF
進      | U+9032   | 1          | CJK UNIFIED IDEOGRAPH-9032
驗      | U+9A57   | 1          | CJK UNIFIED IDEOGRAPH-9A57
證      | U+8B49   | 1          | CJK UNIFIED IDEOGRAPH-8B49
😫      | U+1F62B  | 1          | TIRED FACE
       | U+E032   | 1          | UNKNOWN_CONTROL_CHAR
⬜      | U+2B1C   | 1          | WHITE LARGE SQUARE
       | U+E21A   | 1          | UNKNOWN_CONTROL_CHAR
       | U+E32F   | 1          | UNKNOWN_CONTROL_CHAR
       | U+E219   | 1          | UNKNOWN_CONTROL_CHAR
🎡      | U+1F3A1  | 1          | FERRIS WHEEL
🥹      | U+1F979  | 1          | FACE HOLDING BACK TEARS
津      | U+6D25   | 1          | CJK UNIFIED IDEOGRAPH-6D25
波      | U+6CE2   | 1          | CJK UNIFIED IDEOGRAPH-6CE2
օ      | U+0585   | 1          | ARMENIAN SMALL LETTER OH
🧠      | U+1F9E0  | 1          | BRAIN
̪      | U+032A   | 1          | COMBINING BRIDGE BELOW
₢      | U+20A2   | 1          | CRUZEIRO SIGN
眼      | U+773C   | 1          | CJK UNIFIED IDEOGRAPH-773C
ڼ      | U+06BC   | 1          | ARABIC LETTER NOON WITH RING
💸      | U+1F4B8  | 1          | MONEY WITH WINGS
🥅      | U+1F945  | 1          | GOAL NET
ἅ      | U+1F05   | 1          | GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA
ූ      | U+0DD6   | 1          | SINHALA VOWEL SIGN DIGA PAA-PILLA
⊃      | U+2283   | 1          | SUPERSET OF
📊      | U+1F4CA  | 1          | BAR CHART
⩾      | U+2A7E   | 1          | GREATER-THAN OR SLANTED EQUAL TO
🚜      | U+1F69C  | 1          | TRACTOR
同      | U+540C   | 1          | CJK UNIFIED IDEOGRAPH-540C
主      | U+4E3B   | 1          | CJK UNIFIED IDEOGRAPH-4E3B
簿      | U+7C3F   | 1          | CJK UNIFIED IDEOGRAPH-7C3F
康      | U+5EB7   | 1          | CJK UNIFIED IDEOGRAPH-5EB7
白      | U+767D   | 1          | CJK UNIFIED IDEOGRAPH-767D
鹿      | U+9E7F   | 1          | CJK UNIFIED IDEOGRAPH-9E7F
洞      | U+6D1E   | 1          | CJK UNIFIED IDEOGRAPH-6D1E
哲      | U+54F2   | 1          | CJK UNIFIED IDEOGRAPH-54F2
１      | U+FF11   | 1          | FULLWIDTH DIGIT ONE
Ŕ      | U+0154   | 1          | LATIN CAPITAL LETTER R WITH ACUTE
ク      | U+30AF   | 1          | KATAKANA LETTER KU
ケ      | U+30B1   | 1          | KATAKANA LETTER KE
ガ      | U+30AC   | 1          | KATAKANA LETTER GA
ギ      | U+30AE   | 1          | KATAKANA LETTER GI
グ      | U+30B0   | 1          | KATAKANA LETTER GU
ゲ      | U+30B2   | 1          | KATAKANA LETTER GE
シ      | U+30B7   | 1          | KATAKANA LETTER SI
セ      | U+30BB   | 1          | KATAKANA LETTER SE
ソ      | U+30BD   | 1          | KATAKANA LETTER SO
ザ      | U+30B6   | 1          | KATAKANA LETTER ZA
ゾ      | U+30BE   | 1          | KATAKANA LETTER ZO
ヂ      | U+30C2   | 1          | KATAKANA LETTER DI
ヅ      | U+30C5   | 1          | KATAKANA LETTER DU
デ      | U+30C7   | 1          | KATAKANA LETTER DE
ヌ      | U+30CC   | 1          | KATAKANA LETTER NU
ネ      | U+30CD   | 1          | KATAKANA LETTER NE
ノ      | U+30CE   | 1          | KATAKANA LETTER NO
フ      | U+30D5   | 1          | KATAKANA LETTER HU
ヘ      | U+30D8   | 1          | KATAKANA LETTER HE
ホ      | U+30DB   | 1          | KATAKANA LETTER HO
バ      | U+30D0   | 1          | KATAKANA LETTER BA
ブ      | U+30D6   | 1          | KATAKANA LETTER BU
ベ      | U+30D9   | 1          | KATAKANA LETTER BE
ボ      | U+30DC   | 1          | KATAKANA LETTER BO
パ      | U+30D1   | 1          | KATAKANA LETTER PA
ピ      | U+30D4   | 1          | KATAKANA LETTER PI
ペ      | U+30DA   | 1          | KATAKANA LETTER PE
ポ      | U+30DD   | 1          | KATAKANA LETTER PO
ミ      | U+30DF   | 1          | KATAKANA LETTER MI
モ      | U+30E2   | 1          | KATAKANA LETTER MO
ユ      | U+30E6   | 1          | KATAKANA LETTER YU
ワ      | U+30EF   | 1          | KATAKANA LETTER WA
ヲ      | U+30F2   | 1          | KATAKANA LETTER WO
拉      | U+62C9   | 1          | CJK UNIFIED IDEOGRAPH-62C9
麺      | U+9EBA   | 1          | CJK UNIFIED IDEOGRAPH-9EBA
霧      | U+9727   | 1          | CJK UNIFIED IDEOGRAPH-9727
団      | U+56E3   | 1          | CJK UNIFIED IDEOGRAPH-56E3
肉      | U+8089   | 1          | CJK UNIFIED IDEOGRAPH-8089
두      | U+B450   | 1          | HANGUL SYLLABLE DU
둣      | U+B463   | 1          | HANGUL SYLLABLE DUS
ἧ      | U+1F27   | 1          | GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI
🎨      | U+1F3A8  | 1          | ARTIST PALETTE
       | U+F533   | 1          | UNKNOWN_CONTROL_CHAR
Ŷ      | U+0176   | 1          | LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
ؑ      | U+0611   | 1          | ARABIC SIGN ALAYHE ASSALLAM
ஔ      | U+0B94   | 1          | TAMIL LETTER AU
Ṛ      | U+1E5A   | 1          | LATIN CAPITAL LETTER R WITH DOT BELOW
🤙      | U+1F919  | 1          | CALL ME HAND
杉      | U+6749   | 1          | CJK UNIFIED IDEOGRAPH-6749
谷      | U+8C37   | 1          | CJK UNIFIED IDEOGRAPH-8C37
住      | U+4F4F   | 1          | CJK UNIFIED IDEOGRAPH-4F4F
坊      | U+574A   | 1          | CJK UNIFIED IDEOGRAPH-574A
晚      | U+665A   | 1          | CJK UNIFIED IDEOGRAPH-665A
换      | U+6362   | 1          | CJK UNIFIED IDEOGRAPH-6362
头      | U+5934   | 1          | CJK UNIFIED IDEOGRAPH-5934
Ẓ      | U+1E92   | 1          | LATIN CAPITAL LETTER Z WITH DOT BELOW
季      | U+5B63   | 1          | CJK UNIFIED IDEOGRAPH-5B63
切      | U+5207   | 1          | CJK UNIFIED IDEOGRAPH-5207
       | U+F607   | 1          | UNKNOWN_CONTROL_CHAR
       | U+F0A7   | 1          | UNKNOWN_CONTROL_CHAR
♉      | U+2649   | 1          | TAURUS
♊      | U+264A   | 1          | GEMINI
ʧ      | U+02A7   | 1          | LATIN SMALL LETTER TESH DIGRAPH
🐑      | U+1F411  | 1          | SHEEP
陵      | U+9675   | 1          | CJK UNIFIED IDEOGRAPH-9675
ढ़      | U+095D   | 1          | DEVANAGARI LETTER RHA
소      | U+C18C   | 1          | HANGUL SYLLABLE SO
왕      | U+C655   | 1          | HANGUL SYLLABLE WANG
🔗      | U+1F517  | 1          | LINK SYMBOL
Ꮷ      | U+13E7   | 1          | CHEROKEE LETTER TSU
Ꮆ      | U+13B6   | 1          | CHEROKEE LETTER LO
🚧      | U+1F6A7  | 1          | CONSTRUCTION SIGN
ພ      | U+0E9E   | 1          | LAO LETTER PHO TAM
າ      | U+0EB2   | 1          | LAO VOWEL SIGN AA
ມ      | U+0EA1   | 1          | LAO LETTER MO
ャ      | U+30E3   | 1          | KATAKANA LETTER SMALL YA
選      | U+9078   | 1          | CJK UNIFIED IDEOGRAPH-9078
₃      | U+2083   | 1          | SUBSCRIPT THREE
🤌      | U+1F90C  | 1          | PINCHED FINGERS
       | U+001F   | 1          | UNKNOWN_CONTROL_CHAR
😚      | U+1F61A  | 1          | KISSING FACE WITH CLOSED EYES
온      | U+C628   | 1          | HANGUL SYLLABLE ON
⅘      | U+2158   | 1          | VULGAR FRACTION FOUR FIFTHS
ề      | U+1EC1   | 1          | LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
ᴧ      | U+1D27   | 1          | GREEK LETTER SMALL CAPITAL LAMDA
田      | U+7530   | 1          | CJK UNIFIED IDEOGRAPH-7530
品      | U+54C1   | 1          | CJK UNIFIED IDEOGRAPH-54C1
🛫      | U+1F6EB  | 1          | AIRPLANE DEPARTURE
📏      | U+1F4CF  | 1          | STRAIGHT RULER
🟠      | U+1F7E0  | 1          | LARGE ORANGE CIRCLE
🔱      | U+1F531  | 1          | TRIDENT EMBLEM
基      | U+57FA   | 1          | CJK UNIFIED IDEOGRAPH-57FA
坂      | U+5742   | 1          | CJK UNIFIED IDEOGRAPH-5742
莎      | U+838E   | 1          | CJK UNIFIED IDEOGRAPH-838E
車      | U+8ECA   | 1          | CJK UNIFIED IDEOGRAPH-8ECA
๘      | U+0E58   | 1          | THAI DIGIT EIGHT
ڙ      | U+0699   | 1          | ARABIC LETTER REH WITH FOUR DOTS ABOVE
ճ      | U+0573   | 1          | ARMENIAN SMALL LETTER CHEH
ग़      | U+095A   | 1          | DEVANAGARI LETTER GHHA
Ꮔ      | U+13C4   | 1          | CHEROKEE LETTER NU
Ꮞ      | U+13CE   | 1          | CHEROKEE LETTER SE
Ꮒ      | U+13C2   | 1          | CHEROKEE LETTER NI
Ꮚ      | U+13CA   | 1          | CHEROKEE LETTER QUU
ǃ      | U+01C3   | 1          | LATIN LETTER RETROFLEX CLICK
彭      | U+5F6D   | 1          | CJK UNIFIED IDEOGRAPH-5F6D
杭      | U+676D   | 1          | CJK UNIFIED IDEOGRAPH-676D
石      | U+77F3   | 1          | CJK UNIFIED IDEOGRAPH-77F3
礁      | U+7901   | 1          | CJK UNIFIED IDEOGRAPH-7901
苧      | U+82E7   | 1          | CJK UNIFIED IDEOGRAPH-82E7
麻      | U+9EBB   | 1          | CJK UNIFIED IDEOGRAPH-9EBB
ḡ      | U+1E21   | 1          | LATIN SMALL LETTER G WITH MACRON
Ы      | U+042B   | 1          | CYRILLIC CAPITAL LETTER YERU
熱      | U+71B1   | 1          | CJK UNIFIED IDEOGRAPH-71B1
ෝ      | U+0DDD   | 1          | SINHALA VOWEL SIGN KOMBUVA HAA DIGA AELA-PILLA
ග      | U+0D9C   | 1          | SINHALA LETTER ALPAPRAANA GAYANNA
羅      | U+7F85   | 1          | CJK UNIFIED IDEOGRAPH-7F85
滿      | U+6EFF   | 1          | CJK UNIFIED IDEOGRAPH-6EFF
洄      | U+6D04   | 1          | CJK UNIFIED IDEOGRAPH-6D04
瀾      | U+703E   | 1          | CJK UNIFIED IDEOGRAPH-703E
嫌      | U+5ACC   | 1          | CJK UNIFIED IDEOGRAPH-5ACC
濱      | U+6FF1   | 1          | CJK UNIFIED IDEOGRAPH-6FF1
豊      | U+8C4A   | 1          | CJK UNIFIED IDEOGRAPH-8C4A
浜      | U+6D5C   | 1          | CJK UNIFIED IDEOGRAPH-6D5C
穂      | U+7A42   | 1          | CJK UNIFIED IDEOGRAPH-7A42
壽      | U+58FD   | 1          | CJK UNIFIED IDEOGRAPH-58FD
撒      | U+6492   | 1          | CJK UNIFIED IDEOGRAPH-6492
奇      | U+5947   | 1          | CJK UNIFIED IDEOGRAPH-5947
萊      | U+840A   | 1          | CJK UNIFIED IDEOGRAPH-840A
雅      | U+96C5   | 1          | CJK UNIFIED IDEOGRAPH-96C5
認      | U+8A8D   | 1          | CJK UNIFIED IDEOGRAPH-8A8D
識      | U+8B58   | 1          | CJK UNIFIED IDEOGRAPH-8B58
🥵      | U+1F975  | 1          | OVERHEATED FACE
🙅      | U+1F645  | 1          | FACE WITH NO GOOD GESTURE
ἔ      | U+1F14   | 1          | GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA
歌      | U+6B4C   | 1          | CJK UNIFIED IDEOGRAPH-6B4C
舞      | U+821E   | 1          | CJK UNIFIED IDEOGRAPH-821E
伎      | U+4F0E   | 1          | CJK UNIFIED IDEOGRAPH-4F0E
🦵      | U+1F9B5  | 1          | LEG
古      | U+53E4   | 1          | CJK UNIFIED IDEOGRAPH-53E4
